City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Springdale,US,2022-01-25 23:54:08,36.1867,-94.1288,33.28,39,100,11.01
295,Tiznit,MA,2022-01-25 23:54:27,29.5833,-9.5,51.98,81,72,3.56
296,Paamiut,GL,2022-01-25 23:51:44,61.994,-49.6678,19.38,72,100,7.34
297,Carutapera,BR,2022-01-25 23:54:27,-1.195,-46.02,76.35,90,88,6.82
298,Arcata,US,2022-01-25 23:54:27,40.8665,-124.0828,58.68,93,100,0.0
299,Kwekwe,ZW,2022-01-25 23:54:28,-18.9281,29.8149,65.25,93,100,13.98
300,Setermoen,NO,2022-01-25 23:54:28,68.861,18.3486,24.76,94,100,7.43
301,San Juan De Arama,CO,2022-01-25 23:54:29,3.3464,-73.8894,79.27,60,99,4.61
302,Yelets,RU,2022-01-25 23:54:29,52.6237,38.5017,10.62,96,100,6.29
303,Hasaki,JP,2022-01-25 23:54:29,35.7333,140.8333,39.42,86,100,18.9
304,Reconquista,AR,2022-01-25 23:54:30,-29.15,-59.65,74.17,93,96,13.47
305,Klyuchi,RU,2022-01-25 23:54:30,52.2667,79.1667,8.19,93,100,10.47
306,Farroupilha,BR,2022-01-25 23:54:30,-29.225,-51.3478,78.62,81,77,1.99
307,Kaoma,ZM,2022-01-25 23:54:31,-14.7833,24.8,64.36,94,100,3.09
308,Chebarkul,RU,2022-01-25 23:54:31,54.9749,60.3633,-0.36,95,12,3.62
309,Aloleng,PH,2022-01-25 23:54:32,16.1307,119.7824,78.91,67,95,7.25
310,Quatre Cocos,MU,2022-01-25 23:51:54,-20.2078,57.7625,75.31,70,72,14.88
311,Vila Velha,BR,2022-01-25 23:53:38,-20.3297,-40.2925,78.75,86,20,1.01
312,Omaruru,NA,2022-01-25 23:54:33,-21.4333,15.9333,79.92,31,92,8.23
313,Inhambane,MZ,2022-01-25 23:54:14,-23.865,35.3833,78.67,90,87,11.16
314,Iqaluit,CA,2022-01-25 23:55:33,63.7506,-68.5145,-20.47,76,75,3.44
315,Pecos,US,2022-01-25 23:54:33,31.4229,-103.4932,64.49,19,0,10.36
316,Dembi Dolo,ET,2022-01-25 23:55:34,8.5333,34.8,63.93,36,52,3.8
317,Jingcheng,CN,2022-01-25 23:55:34,32.0142,120.2625,42.04,76,95,7.05
318,Verbilki,RU,2022-01-25 23:55:35,56.5333,37.6,17.85,97,100,3.56
319,Ahuimanu,US,2022-01-25 23:51:01,21.4447,-157.8378,80.31,68,20,5.01
320,Teya,RU,2022-01-25 23:55:35,60.3778,92.6267,-21.03,100,55,1.63
321,Nabire,ID,2022-01-25 23:55:05,-3.3667,135.4833,83.53,76,91,1.68
322,Verkhoyansk,RU,2022-01-25 23:55:36,67.5447,133.385,-15.3,100,100,1.86
323,Palmer,US,2022-01-25 23:54:44,42.1584,-72.3287,32.22,59,20,1.01
324,Arona,ES,2022-01-25 23:55:37,28.0996,-16.681,58.75,60,20,6.91
325,Freeport,US,2022-01-25 23:51:08,40.6576,-73.5832,37.02,62,64,4.0
326,Emba,KZ,2022-01-25 23:55:37,48.8264,58.1442,-4.04,92,62,4.76
327,Huarmey,PE,2022-01-25 23:55:37,-10.0681,-78.1522,72.28,80,41,7.58
328,Fairbanks,US,2022-01-25 23:51:46,64.8378,-147.7164,21.16,76,100,12.66
329,Payo,ID,2022-01-25 23:55:38,-3.7508,103.6372,73.51,97,99,1.41
330,Mount Pleasant,US,2022-01-25 23:52:21,32.7941,-79.8626,55.18,82,100,1.01
331,Kikwit,CD,2022-01-25 23:55:39,-5.041,18.8162,70.88,97,100,3.69
332,Kupang,ID,2022-01-25 23:55:39,-10.1667,123.5833,82.98,89,75,5.75
333,Avera,US,2022-01-25 23:51:45,33.194,-82.5271,55.71,70,71,6.04
334,Medeiros Neto,BR,2022-01-25 23:55:11,-17.3739,-40.2206,72.21,92,99,8.5
335,Necochea,AR,2022-01-25 23:55:40,-38.5473,-58.7368,78.04,78,61,7.72
336,Onega,RU,2022-01-25 23:55:40,63.9061,38.1404,3.09,98,74,3.71
337,Vaxjo,SE,2022-01-25 23:55:40,56.8777,14.8091,33.8,100,100,4.61
338,South Lake Tahoe,US,2022-01-25 23:55:41,38.9332,-119.9844,44.49,46,6,1.99
339,Anori,BR,2022-01-25 23:55:41,-3.7728,-61.6442,75.42,95,93,1.79
340,Kita,ML,2022-01-25 23:55:42,13.0349,-9.4895,71.74,13,65,5.48
341,Yatou,CN,2022-01-25 23:54:58,37.15,122.3833,32.59,70,35,6.58
342,Cap Malheureux,MU,2022-01-25 23:55:42,-19.9842,57.6142,75.69,75,53,3.0
343,Nuuk,GL,2022-01-25 23:55:43,64.1835,-51.7216,20.88,85,100,4.0
344,Sisimiut,GL,2022-01-25 23:55:43,66.9395,-53.6735,13.82,70,100,21.16
345,Beloha,MG,2022-01-25 23:52:33,-25.1667,45.05,68.49,69,0,7.96
346,Flin Flon,CA,2022-01-25 23:55:43,54.7682,-101.865,-2.36,60,75,13.8
347,Jalu,LY,2022-01-25 23:55:44,29.0331,21.5482,46.94,62,81,15.05
348,Belfort,FR,2022-01-25 23:55:44,47.6333,6.8667,33.01,83,0,2.57
349,Peachland,CA,2022-01-25 23:55:44,49.7665,-119.7357,33.67,81,96,8.01
350,Hobyo,SO,2022-01-25 23:55:45,5.3505,48.5268,75.45,63,4,19.44
351,Vallenar,CL,2022-01-25 23:55:45,-28.5708,-70.7581,72.05,56,0,4.79
352,Chicama,PE,2022-01-25 23:55:46,-7.8447,-79.1469,68.54,72,70,7.23
353,Kushiro,JP,2022-01-25 23:51:01,42.975,144.3747,18.55,86,75,4.61
354,Koygorodok,RU,2022-01-25 23:55:46,60.445,50.9968,10.74,93,55,7.99
355,Havre-Saint-Pierre,CA,2022-01-25 23:55:46,50.2334,-63.5986,14.59,92,100,10.36
356,Klaksvik,FO,2022-01-25 23:55:47,62.2266,-6.589,41.92,74,38,47.85
357,Hualmay,PE,2022-01-25 23:55:47,-11.0964,-77.6139,71.98,82,47,8.01
358,Loughrea,IE,2022-01-25 23:55:48,53.1969,-8.5669,43.65,93,79,4.23
359,Karpathos,GR,2022-01-25 23:55:48,35.507,27.2132,44.56,57,78,18.41
360,Guaratingueta,BR,2022-01-25 23:55:48,-22.8164,-45.1925,79.29,94,61,1.21
361,Kamuli,UG,2022-01-25 23:56:49,0.9472,33.1197,65.86,53,76,0.11
362,Erzin,TR,2022-01-25 23:56:49,36.9559,36.2,37.92,87,100,7.14
363,Mazatan,MX,2022-01-25 23:56:50,14.8667,-92.45,80.24,63,0,9.13
364,Denpasar,ID,2022-01-25 23:53:41,-8.65,115.2167,83.86,79,40,8.05
365,Benguela,AO,2022-01-25 23:56:50,-12.5763,13.4055,77.18,85,94,2.64
366,Sorong,ID,2022-01-25 23:56:50,-0.8833,131.25,83.97,79,92,13.53
367,Carrollton,US,2022-01-25 23:52:41,32.9537,-96.8903,57.94,45,0,1.99
368,The Valley,AI,2022-01-25 23:55:42,18.217,-63.0578,77.14,73,20,9.22
369,Mount Vernon,US,2022-01-25 23:56:21,40.9126,-73.8371,36.66,59,68,4.0
370,Solnechnyy,RU,2022-01-25 23:56:51,50.7214,136.6319,-3.69,97,46,0.2
371,Matara,LK,2022-01-25 23:56:51,5.9485,80.5353,70.99,89,100,6.04
372,Jian,CN,2022-01-25 23:56:52,27.1172,114.9793,47.05,92,100,2.82
373,Uthal,PK,2022-01-25 23:56:52,25.8072,66.6219,59.04,41,0,5.03
374,Minas,UY,2022-01-25 23:56:52,-34.3759,-55.2377,75.67,91,100,5.79
375,Kano,NG,2022-01-25 23:56:53,12.0001,8.5167,60.69,39,0,5.75
376,Luorong,CN,2022-01-25 23:56:53,24.4058,109.6086,51.6,87,100,3.33
377,Deputatskiy,RU,2022-01-25 23:56:53,69.3,139.9,-31.38,99,29,5.55
378,Kloulklubed,PW,2022-01-25 23:56:54,7.0419,134.2556,82.9,75,89,20.33
379,Usinsk,RU,2022-01-25 23:56:54,65.9939,57.5281,18.25,94,100,17.65
380,Nurota,UZ,2022-01-25 23:56:55,40.5614,65.6886,23.09,56,0,4.61
381,Richards Bay,ZA,2022-01-25 23:56:55,-28.783,32.0377,73.24,92,39,3.33
382,Tautira,PF,2022-01-25 23:56:55,-17.7333,-149.15,87.82,77,92,15.99
383,Antofagasta,CL,2022-01-25 23:52:27,-23.65,-70.4,67.28,76,2,5.03
384,Edson,CA,2022-01-25 23:56:56,53.5835,-116.4356,46.54,34,0,12.66
385,Ust-Uda,RU,2022-01-25 23:56:56,54.1742,103.0304,-18.71,100,100,1.23
386,Baykit,RU,2022-01-25 23:56:56,61.67,96.37,-18.71,100,99,1.03
387,Luganville,VU,2022-01-25 23:56:57,-15.5333,167.1667,86.34,70,93,5.32
388,Port Hardy,CA,2022-01-25 23:56:57,50.6996,-127.4199,41.76,87,75,0.0
389,Cayenne,GF,2022-01-25 23:56:58,4.9333,-52.3333,80.1,86,75,4.0
390,Stokmarknes,NO,2022-01-25 23:56:58,68.5646,14.9108,34.5,86,75,4.61
391,California City,US,2022-01-25 23:56:58,35.1258,-117.9859,64.94,12,0,3.0
392,Alpena,US,2022-01-25 23:53:55,45.0617,-83.4327,12.34,88,100,1.99
393,Sur,OM,2022-01-25 23:54:21,22.5667,59.5289,68.94,66,24,10.29
394,Roshchino,RU,2022-01-25 23:56:59,60.2519,29.6085,13.26,100,76,4.38
395,Barra Do Garcas,BR,2022-01-25 23:56:59,-15.89,-52.2567,82.98,78,0,3.62
396,Xining,CN,2022-01-25 23:57:00,36.6167,101.7667,18.72,79,96,0.87
397,Plettenberg Bay,ZA,2022-01-25 23:56:49,-34.0527,23.3716,67.14,95,94,4.99
398,Dudinka,RU,2022-01-25 23:57:00,69.4058,86.1778,1.62,94,100,23.13
399,Yeppoon,AU,2022-01-25 23:57:00,-23.1333,150.7333,83.98,61,83,9.82
400,Kaili,ID,2022-01-25 23:57:01,-3.4626,120.2147,73.38,79,90,0.16
401,Faya,SA,2022-01-25 23:57:01,18.3851,42.4509,53.71,78,9,4.03
402,Aktau,KZ,2022-01-25 23:57:02,43.65,51.2,37.98,78,98,7.38
403,Tarakan,ID,2022-01-25 23:55:04,3.3,117.6333,80.1,89,75,2.3
404,Xam Nua,LA,2022-01-25 23:57:02,20.4197,104.0439,55.24,98,29,2.51
405,Najran,SA,2022-01-25 23:57:03,17.4924,44.1277,56.05,36,65,1.45
406,Kirakira,SB,2022-01-25 23:57:03,-10.4544,161.9205,86.11,72,78,12.64
407,Wilmington,US,2022-01-25 23:57:04,34.2257,-77.9447,50.0,77,100,3.58
408,Kamaishi,JP,2022-01-25 23:57:04,39.2667,141.8833,27.55,61,94,2.1
409,Caravelas,BR,2022-01-25 23:57:04,-17.7125,-39.2481,76.71,84,84,8.79
410,Port Hawkesbury,CA,2022-01-25 23:57:05,45.6169,-61.3485,37.58,96,100,5.01
411,Innisfail,AU,2022-01-25 23:58:05,-17.5333,146.0333,82.83,78,99,1.66
412,Aberdeen,GB,2022-01-25 23:58:06,57.1437,-2.0981,47.75,76,75,8.05
413,Ketchikan,US,2022-01-25 23:58:06,55.3422,-131.6461,42.78,93,100,9.22
414,Antigonish,CA,2022-01-25 23:58:06,45.6169,-61.9986,38.12,95,100,10.36
415,Kisaran,ID,2022-01-25 23:58:07,2.9845,99.6158,71.96,97,95,2.46
416,Russell,US,2022-01-25 23:58:07,32.3502,-85.1999,53.06,68,99,3.09
417,China,MX,2022-01-25 23:58:08,25.7,-99.2333,68.54,37,0,11.01
418,Vestmannaeyjar,IS,2022-01-25 23:58:08,63.4427,-20.2734,36.16,70,100,15.79
419,Kedougou,SN,2022-01-25 23:58:08,12.5579,-12.1743,75.78,22,0,2.3
420,Khash,IR,2022-01-25 23:58:09,28.2211,61.2158,42.21,33,0,2.84
421,Zalesovo,RU,2022-01-25 23:58:09,53.9939,84.7431,-0.15,95,100,6.53
422,Puerto Escondido,MX,2022-01-25 23:58:10,15.85,-97.0667,81.1,68,0,6.55
423,Beitbridge,ZW,2022-01-25 23:58:10,-22.2167,30.0,74.26,79,96,22.62
424,Iberia,US,2022-01-25 23:58:10,29.9502,-91.7507,56.98,76,100,10.36
425,San Juan Del Sur,NI,2022-01-25 23:58:11,11.2529,-85.8705,84.42,61,0,0.0
426,Lagunas,PE,2022-01-25 23:58:11,-5.2269,-75.6753,74.35,96,99,3.89
427,Dunedin,NZ,2022-01-25 23:58:12,-45.8742,170.5036,58.8,82,27,5.99
428,Maniitsoq,GL,2022-01-25 23:55:45,65.4167,-52.9,18.91,92,100,18.88
429,Miles City,US,2022-01-25 23:58:12,46.4083,-105.8406,25.52,79,40,11.5
430,Martil,MA,2022-01-25 23:58:12,35.6166,-5.2752,57.27,88,75,23.02
431,Marsh Harbour,BS,2022-01-25 23:58:13,26.5412,-77.0636,69.48,66,92,5.68
432,Kabalo,CD,2022-01-25 23:58:13,-6.05,26.9167,67.53,95,100,2.28
433,Oussouye,SN,2022-01-25 23:58:14,12.485,-16.5469,78.98,14,100,8.01
434,College,US,2022-01-25 23:58:14,64.8569,-147.8028,19.09,81,100,1.99
435,San Policarpo,PH,2022-01-25 23:58:14,12.1791,125.5072,79.48,87,100,14.34
436,Bad Doberan,DE,2022-01-25 23:58:15,54.1071,11.9005,42.98,95,100,14.54
437,Sept-Iles,CA,2022-01-25 23:58:15,50.2001,-66.3821,8.06,88,75,1.99
438,Thonon-Les-Bains,FR,2022-01-25 23:58:15,46.25,6.5,29.19,96,2,5.03
439,Yumen,CN,2022-01-25 23:58:16,40.2833,97.2,16.56,50,26,8.57
440,Prince George,CA,2022-01-25 23:55:59,53.9166,-122.753,35.04,69,0,13.8
441,Dumas,US,2022-01-25 23:58:16,35.8656,-101.9732,40.1,51,100,17.27
442,Ilebo,CD,2022-01-25 23:58:17,-4.3167,20.5833,71.02,90,99,0.87
443,Mahabaleshwar,IN,2022-01-25 23:58:17,17.9167,73.6667,47.55,63,2,4.92
444,Ewo,CG,2022-01-25 23:58:18,-0.8725,14.8206,75.65,77,100,3.71
445,Bubaque,GW,2022-01-25 23:58:18,11.2833,-15.8333,80.06,60,100,6.02
446,Saryozek,KZ,2022-01-25 23:58:18,44.3583,77.9753,14.45,89,35,4.18
447,Derzhavinsk,KZ,2022-01-25 23:58:19,51.1,66.3167,0.14,86,99,9.26
448,Mayo,US,2022-01-25 23:58:19,38.8876,-76.5119,38.34,58,100,15.99
449,Mongomo,GQ,2022-01-25 23:58:19,1.6274,11.3135,68.67,94,92,2.62
450,Am Timan,TD,2022-01-25 23:58:20,11.0297,20.2827,74.34,21,71,6.85
451,Vao,NC,2022-01-25 23:58:20,-22.6667,167.4833,77.2,72,61,8.81
452,Nova Olimpia,BR,2022-01-25 23:54:27,-14.7972,-57.2881,76.75,81,100,3.8
453,Machali,CL,2022-01-25 23:58:20,-34.1833,-70.6667,81.68,34,0,9.22
454,Daru,PG,2022-01-25 23:58:21,-9.0763,143.2092,86.31,68,94,2.53
455,Santa Isabel Do Rio Negro,BR,2022-01-25 23:58:21,-0.4139,-65.0192,74.39,97,100,2.26
456,Lata,PT,2022-01-25 23:58:21,40.1629,-8.3327,50.81,86,3,4.68
457,Sandakan,MY,2022-01-25 23:58:22,5.8402,118.1179,78.48,88,40,3.0
458,Kahului,US,2022-01-25 23:54:57,20.8947,-156.47,82.98,65,18,11.01
459,Palana,RU,2022-01-25 23:59:23,59.1167,159.9667,-7.62,87,82,5.5
460,Chumikan,RU,2022-01-25 23:59:23,54.7183,135.315,-2.61,93,89,10.22
461,Morehead,US,2022-01-25 23:59:24,37.2711,-87.1764,27.14,56,0,3.0
462,Topalu,RO,2022-01-25 23:59:24,44.55,28.05,28.56,51,59,5.08
463,Port Macquarie,AU,2022-01-25 23:59:24,-31.4333,152.9167,75.88,69,100,5.08
464,Nikki,BJ,2022-01-25 23:59:24,9.9401,3.2108,71.44,16,0,7.43
465,Olafsvik,IS,2022-01-25 23:59:25,64.8945,-23.7142,31.75,70,85,3.13
466,Coldwater,US,2022-01-25 23:59:25,41.9403,-85.0005,16.95,67,100,5.75
467,Contamana,PE,2022-01-25 23:59:26,-7.3333,-75.0167,73.71,97,93,1.88
468,Aswan,EG,2022-01-25 23:59:26,24.0934,32.907,47.5,46,0,6.91
469,Lakhimpur,IN,2022-01-25 23:59:26,27.95,80.7667,53.6,67,100,5.64
470,Chapais,CA,2022-01-25 23:59:27,49.7834,-74.8492,-16.82,98,100,5.14
471,Alofi,NU,2022-01-25 23:59:27,-19.0595,-169.9187,84.09,74,75,11.5
472,Jiamusi,CN,2022-01-25 23:59:27,46.8333,130.35,5.86,94,96,4.18
473,Kone,NC,2022-01-25 23:59:28,-21.0595,164.8658,86.34,58,60,6.02
474,Encheng,CN,2022-01-25 23:59:28,22.1839,112.3026,67.96,67,78,3.24
475,San Vicente,AR,2022-01-25 23:59:28,-26.6167,-54.1333,71.47,87,57,2.53
476,Mezen,RU,2022-01-25 23:59:29,65.8522,44.24,8.06,95,52,5.57
477,Trelew,AR,2022-01-25 23:59:29,-43.249,-65.3051,62.98,56,0,21.36
478,Coihaique,CL,2022-01-25 23:56:02,-45.5752,-72.0662,70.41,37,0,8.05
479,Rabak,SD,2022-01-25 23:59:29,13.1809,32.74,73.9,23,31,18.97
480,Tongzi,CN,2022-01-25 23:59:30,28.7829,105.0877,46.76,94,100,3.31
481,Yanam,IN,2022-01-25 23:59:30,16.7333,82.2167,66.9,95,3,2.46
482,Odweyne,SO,2022-01-25 23:57:21,9.4092,45.064,60.04,32,15,14.43
483,Prince Rupert,CA,2022-01-25 23:59:31,54.3161,-130.3201,44.69,82,100,2.3
484,Jutai,BR,2022-01-25 23:59:31,-5.1833,-68.9,73.6,98,99,1.7
485,Fukue,JP,2022-01-25 23:59:32,32.6881,128.8419,48.56,76,40,14.97
486,Aketi,CD,2022-01-25 23:59:32,2.7388,23.7833,71.55,47,98,0.87
487,Novouzensk,RU,2022-01-25 23:59:32,50.4592,48.1431,19.36,97,100,3.67
488,Elat,IL,2022-01-25 23:59:33,29.5581,34.9482,48.04,53,0,0.0
489,Svetlogorsk,BY,2022-01-25 23:59:33,52.6333,29.7333,28.13,97,100,7.31
490,Champerico,GT,2022-01-25 23:59:33,14.3,-91.9167,90.14,64,0,9.93
491,Tenenkou,ML,2022-01-25 23:59:34,14.4572,-4.9169,68.2,13,45,9.57
492,Papar,MY,2022-01-25 23:59:34,5.7333,115.9333,78.8,90,93,1.83
493,Nadvoitsy,RU,2022-01-25 23:59:34,63.8667,34.3167,7.56,95,13,6.02
494,Collie,AU,2022-01-25 23:59:35,-33.3667,116.15,61.99,58,1,8.43
495,Kandrian,PG,2022-01-25 23:59:35,-6.2167,149.55,88.36,62,43,7.0
496,Dovolnoye,RU,2022-01-25 23:59:36,54.4958,79.6671,9.16,95,100,8.84
497,Whitehorse,CA,2022-01-25 23:59:36,60.7161,-135.0538,38.17,44,20,3.44
498,Plymouth,US,2022-01-25 23:59:36,41.8334,-70.8328,37.83,69,77,7.83
499,Szczytno,PL,2022-01-25 23:59:37,53.5626,20.9875,31.93,100,75,3.44
500,Bage,BR,2022-01-25 23:59:37,-31.3314,-54.1069,85.78,70,0,4.61
501,Havoysund,NO,2022-01-25 23:59:37,70.9963,24.6622,27.48,61,100,28.05
502,Bandar-E Anzali,IR,2022-01-25 23:59:38,37.4727,49.4622,48.31,81,100,10.78
503,Zhezkazgan,KZ,2022-01-25 23:59:38,47.8043,67.7144,-4.07,98,14,4.16
504,Kysyl-Syr,RU,2022-01-25 23:59:38,63.8986,122.7617,-14.55,97,96,6.33
505,Saldanha,ZA,2022-01-25 23:59:39,-33.0117,17.9442,60.85,88,0,17.45
506,Mbarara,UG,2022-01-26 00:00:39,-0.608,30.65,64.4,70,100,3.13
507,Snihurivka,UA,2022-01-26 00:00:40,47.0758,32.8052,16.66,97,64,3.67
508,Te Anau,NZ,2022-01-26 00:00:40,-45.4167,167.7167,56.19,81,85,2.84
509,Arman,RU,2022-01-26 00:00:41,59.7,150.1667,-6.32,80,100,6.96
510,Bay Roberts,CA,2022-01-26 00:00:41,47.5999,-53.2648,28.51,87,100,1.01
511,Khasan,RU,2022-01-26 00:00:42,42.4308,130.6434,24.3,58,12,16.02
512,Roma,US,2022-01-26 00:00:03,43.2128,-75.4557,19.83,93,99,6.24
513,Shiyan,CN,2022-01-26 00:00:43,32.6475,110.7781,36.5,99,99,4.34
514,West Bay,KY,2022-01-25 23:58:40,19.3667,-81.4167,80.67,76,20,3.44
515,Saryg-Sep,RU,2022-01-26 00:00:43,51.5,95.6,-11.72,97,100,2.84
516,Dickinson,US,2022-01-26 00:00:44,29.4608,-95.0513,58.15,81,99,4.0
517,Ejura,GH,2022-01-26 00:00:44,7.3856,-1.3562,75.83,16,0,3.71
518,Batangafo,CF,2022-01-26 00:00:45,7.3008,18.2833,71.89,23,100,5.06
519,Podporozhye,RU,2022-01-26 00:00:45,60.9112,34.1706,-4.45,100,75,2.66
520,Chapeco,BR,2022-01-25 23:56:54,-27.0964,-52.6183,80.35,65,40,0.0
521,Luderitz,NA,2022-01-26 00:00:47,-26.6481,15.1594,74.23,60,6,22.95
522,Katobu,ID,2022-01-26 00:00:47,-4.9408,122.5276,81.45,77,100,4.56
523,Peniche,PT,2022-01-26 00:00:47,39.3558,-9.3811,52.09,83,0,9.48
524,Zalari,RU,2022-01-26 00:00:48,53.5584,102.5065,-17.27,100,100,2.48
525,Grootfontein,NA,2022-01-26 00:00:48,-19.5667,18.1167,68.18,54,70,2.82
526,Muros,ES,2022-01-26 00:00:49,42.7762,-9.0603,49.23,90,1,8.86
527,Lima,PE,2022-01-26 00:00:14,-12.0432,-77.0282,73.38,80,27,8.68
528,Bani,DO,2022-01-26 00:00:49,18.2833,-70.3333,73.47,73,1,5.03
529,Praia,CV,2022-01-26 00:00:50,14.9215,-23.5087,73.58,76,11,13.6
530,Mweka,CD,2022-01-26 00:00:50,-4.85,21.5667,67.41,94,97,0.76
531,Wladyslawowo,PL,2022-01-25 23:59:47,54.7909,18.4009,39.94,95,100,8.97
532,Erzincan,TR,2022-01-26 00:00:51,39.75,39.5,19.29,84,100,4.18
533,Salinas,US,2022-01-25 23:56:00,36.6777,-121.6555,66.79,73,20,8.05
534,Nosy Varika,MG,2022-01-26 00:00:51,-20.5833,48.5333,73.72,80,96,5.3
535,Goderich,CA,2022-01-25 23:58:05,43.7501,-81.7165,16.92,92,100,5.75
536,Yulara,AU,2022-01-26 00:00:52,-25.2406,130.9889,91.67,29,100,11.83
537,Laranjeiras Do Sul,BR,2022-01-26 00:00:52,-25.4078,-52.4161,66.47,98,93,1.59
538,Vostok,RU,2022-01-25 23:58:40,46.4856,135.8833,2.64,93,93,0.98
539,Beihai,CN,2022-01-26 00:00:27,21.4833,109.1,66.15,87,100,14.29
540,Kudahuvadhoo,MV,2022-01-26 00:00:53,2.6708,72.8944,79.66,65,90,12.68
541,Raudeberg,NO,2022-01-26 00:00:53,61.9875,5.1352,45.19,95,85,11.01
542,Vila,PT,2022-01-26 00:00:54,42.0304,-8.1588,38.32,81,1,4.32
543,Karatau,KZ,2022-01-26 00:00:54,43.1667,70.4667,25.21,73,7,3.96
544,Olavarria,AR,2022-01-26 00:00:55,-36.8927,-60.3225,75.38,77,41,6.13
545,Careiro Da Varzea,BR,2022-01-26 00:00:55,-3.2003,-59.8119,77.63,93,97,3.85
546,Sarai Naurang,PK,2022-01-26 00:00:55,32.8259,70.7814,49.14,43,0,5.57
547,Rio Bueno,CL,2022-01-26 00:00:56,-40.3167,-72.9667,65.1,52,10,5.01
548,Elko,US,2022-01-26 00:00:56,41.0002,-115.5012,22.57,80,3,2.91
549,Mahenge,TZ,2022-01-26 00:00:56,-8.6833,36.7167,62.69,96,83,2.17
550,Kota Belud,MY,2022-01-26 00:00:57,6.351,116.4305,78.66,83,78,1.48
551,Nampula,MZ,2022-01-26 00:00:57,-15.1165,39.2666,69.62,97,100,6.6
552,Khandbari,NP,2022-01-26 00:00:57,27.3747,87.2039,46.8,78,84,4.5
553,Jackson,US,2022-01-25 23:58:05,42.4165,-122.8345,60.85,35,15,1.01
554,Vila Franca Do Campo,PT,2022-01-26 00:01:58,37.7167,-25.4333,59.2,80,78,8.63
555,Urengoy,RU,2022-01-26 00:01:59,65.9667,78.3667,-3.19,98,95,13.29
556,Gayeri,BF,2022-01-26 00:01:59,12.6497,0.4931,65.7,15,0,9.1
557,San Luis,AR,2022-01-25 23:59:07,-33.295,-66.3356,79.95,60,47,8.3
558,La Rioja,ES,2022-01-25 23:58:38,42.25,-2.5,33.12,69,0,5.32
559,Leduc,CA,2022-01-26 00:02:00,53.2668,-113.552,40.48,71,100,5.99
560,Leninskoye,KZ,2022-01-26 00:02:00,41.7589,69.3864,30.13,45,0,3.33
561,Kargopol,RU,2022-01-26 00:02:01,61.5071,38.9456,7.5,99,77,3.58
562,Pitimbu,BR,2022-01-25 23:58:51,-7.4706,-34.8086,81.19,74,69,11.45
563,Vestmanna,FO,2022-01-26 00:02:01,62.1564,-7.1664,40.12,65,75,47.18
564,Marquard,ZA,2022-01-26 00:02:02,-28.6645,27.4305,67.78,54,88,10.31
565,Malakal,SS,2022-01-26 00:02:02,9.5334,31.6605,76.89,26,23,7.56
566,Asau,RO,2022-01-26 00:02:03,46.4333,26.4,22.28,78,96,7.7
567,Mkushi,ZM,2022-01-26 00:02:04,-13.6202,29.3939,62.82,92,100,5.68
568,Touros,BR,2022-01-25 23:59:36,-5.1989,-35.4608,81.5,76,100,12.84
569,San Cristobal,VE,2022-01-26 00:02:06,7.7669,-72.225,70.74,81,95,2.24
570,Coquimbo,CL,2022-01-25 23:59:22,-29.9533,-71.3436,62.33,82,0,11.5
571,Santa Cruz,BO,2022-01-26 00:01:18,-17.8,-63.1667,83.91,55,99,8.52
572,Porto Walter,BR,2022-01-26 00:02:07,-8.2686,-72.7439,72.39,99,100,0.54
573,Teahupoo,PF,2022-01-26 00:02:07,-17.8333,-149.2667,82.36,77,99,16.51
574,Kangaatsiaq,GL,2022-01-26 00:02:08,68.3065,-53.4641,4.06,91,100,12.39
575,Codrington,AU,2022-01-26 00:02:09,-38.2667,141.9667,91.0,35,41,7.0
576,Orlik,RU,2022-01-26 00:02:09,52.5178,99.825,-14.8,95,85,2.04
577,Oistins,BB,2022-01-26 00:02:10,13.0667,-59.5333,77.11,74,10,18.88
578,Kingman,US,2022-01-25 23:58:01,35.1894,-114.053,57.11,30,0,19.75
579,Tsiroanomandidy,MG,2022-01-26 00:02:10,-18.7667,46.0333,65.12,94,100,1.9
580,Hay River,CA,2022-01-26 00:00:28,60.8156,-115.7999,16.93,90,100,9.37
581,Rio Gallegos,AR,2022-01-26 00:00:48,-51.6226,-69.2181,50.25,50,73,29.24
582,Atar,MR,2022-01-26 00:02:11,20.5169,-13.0499,69.33,30,85,8.03
583,Brae,GB,2022-01-26 00:02:12,60.3964,-1.353,44.51,70,39,32.64
584,Seymchan,RU,2022-01-26 00:02:12,62.8833,152.4333,-32.44,96,100,1.16
585,Diplo,PK,2022-01-26 00:02:13,24.4667,69.584,57.72,42,0,5.48
586,Grindavik,IS,2022-01-26 00:02:13,63.8424,-22.4338,30.67,86,75,3.44
587,Sinnar,SD,2022-01-26 00:02:13,13.5691,33.5672,75.13,30,22,17.94
588,Moron,AR,2022-01-26 00:02:14,-34.6534,-58.6198,80.01,86,96,3.65
589,Pangnirtung,CA,2022-01-26 00:02:14,66.1451,-65.7125,-12.05,98,100,2.64
